Ath_Gene,Ath_Transcript,Ptr_Gene,Ptr_Transcript,Identity,Coverage,Evalue,Bitscore
AT1G79550,AT1G79550.1,Potri.010G171600,Potri.010G171600.5,89.303,100,0,718
AT1G79560,AT1G79560.1,Potri.010G171300,Potri.010G171300.1,75.992,99,0,1615
AT1G79570,AT1G79570.1,Potri.007G069500,Potri.007G069500.3,47.214,99,0,999
AT1G79580,AT1G79580.1,Potri.010G176600,Potri.010G176600.3,57.867,98,1.22e-139,400
AT1G79590,AT1G79590.1,Potri.006G032900,Potri.006G032900.1,65.072,89,4.32e-95,278
AT1G79600,AT1G79600.1,Potri.002G000100,Potri.002G000100.2,80.062,91,0,1042
AT1G79610,AT1G79610.1,Potri.016G000200,Potri.016G000200.1,80.187,99,0,806
AT1G79620,AT1G79620.1,Potri.016G144100,Potri.016G144100.1,72.188,99,0,1431
AT1G79630,AT1G79630.1,Potri.001G473300,Potri.001G473300.6,62.264,90,0,563
AT1G79640,AT1G79640.1,Potri.001G037900,Potri.001G037900.4,65.064,99,0,874
AT1G79650,AT1G79650.4,Potri.003G186600,Potri.003G186600.1,65.842,100,4.72e-172,485
AT1G79660,AT1G79660.1,Potri.001G038750,Potri.001G038750.1,60.417,100,1.94e-33,111
AT1G79670,AT1G79670.1,Potri.001G039200,Potri.001G039200.1,49.478,99,0,657
AT1G79680,AT1G79680.1,Potri.001G039200,Potri.001G039200.1,49.028,91,0,643
AT1G79690,AT1G79690.1,Potri.003G185951,Potri.003G185951.2,75.821,98,0,1219
AT1G79700,AT1G79700.2,Potri.003G185300,Potri.003G185300.1,59.292,92,1.73e-129,373
AT1G79710,AT1G79710.1,Potri.018G017100,Potri.018G017100.1,61.345,96,0,615
AT1G79720,AT1G79720.1,Potri.001G041700,Potri.001G041700.2,60.706,93,0,562
AT1G79730,AT1G79730.1,Potri.003G048900,Potri.003G048900.8,62.308,84,0,621
AT1G79740,AT1G79740.1,Potri.002G188450,Potri.002G188450.1,30.182,82,7.44e-85,285
AT1G79750,AT1G79750.1,Potri.003G049300,Potri.003G049300.1,77.761,100,0,1031
AT1G79760,AT1G79760.1,Potri.011G047800,Potri.011G047800.1,36.842,97,1.58e-56,187
AT1G79770,AT1G79770.1,Potri.001G188700,Potri.001G188700.1,59.355,89,1.27e-54,171
AT1G79780,AT1G79780.1,Potri.003G050400,Potri.003G050400.1,48.901,96,2e-54,172
AT1G79790,AT1G79790.1,Potri.010G143000,Potri.010G143000.2,67.677,80,1.07e-101,296
AT1G79800,AT1G79800.1,Potri.001G187700,Potri.001G187700.1,51.176,88,5.2e-59,183
AT1G79810,AT1G79810.1,Potri.001G186000,Potri.001G186000.1,79.193,96,0,504
AT1G79820,AT1G79820.1,Potri.001G185300,Potri.001G185300.1,73.868,97,0,737
AT1G79830,AT1G79830.4,Potri.003G052100,Potri.003G052100.2,62.096,99,0,1069
AT1G79840,AT1G79840.2,Potri.003G052400,Potri.003G052400.1,65.189,96,0,958
AT1G79850,AT1G79850.1,Potri.001G184000,Potri.001G184000.5,66.667,98,1.58e-52,164
AT1G79860,AT1G79860.1,Potri.003G052600,Potri.003G052600.2,63.206,100,0,642
AT1G79870,AT1G79870.1,Potri.003G052700,Potri.003G052700.1,75.556,100,8.18e-176,489
AT1G79880,AT1G79880.1,Potri.006G241800,Potri.006G241800.1,41.007,91,1.69e-80,255
AT1G79890,AT1G79890.1,Potri.001G182600,Potri.001G182600.1,63.428,98,0,1141
AT1G79900,AT1G79900.1,Potri.003G053900,Potri.003G053900.1,72.333,96,3.91e-150,423
AT1G79910,AT1G79910.1,Potri.001G181300,Potri.001G181300.1,42.784,82,2.85e-86,272
AT1G79915,AT1G79915.1,Potri.001G181200,Potri.001G181200.1,51.818,97,5.35e-108,318
AT1G79920,AT1G79920.1,Potri.001G180100,Potri.001G180100.4,79.401,99,0,1351
AT1G79930,AT1G79930.1,Potri.003G055800,Potri.003G055800.5,76.986,99,0,1341
AT1G79940,AT1G79940.1,Potri.004G072200,Potri.004G072200.1,80.148,98,0,1101
AT1G79950,AT1G79950.1,Potri.001G180200,Potri.001G180200.4,67.843,78,0,1060
AT1G79960,AT1G79960.1,Potri.001G180400,Potri.001G180400.1,38.889,98,2.7e-54,179
AT1G79970,AT1G79970.1,Potri.018G035400,Potri.018G035400.3,31.667,61,4.58e-13,68.6
AT1G79990,AT1G79990.1,Potri.001G179200,Potri.001G179200.4,87.35,81,0,1639
AT1G80000,AT1G80000.1,Potri.001G178900,Potri.001G178900.6,41.348,78,1.05e-100,321
AT1G80010,AT1G80010.1,Potri.003G031200,Potri.003G031200.1,55.852,92,0,771
AT1G80030,AT1G80030.1,Potri.003G031800,Potri.003G031800.2,75.055,91,0,700
AT1G80040,AT1G80040.3,Potri.018G127200,Potri.018G127200.1,40.196,100,1.22e-63,201
AT1G80050,AT1G80050.1,Potri.006G255900,Potri.006G255900.1,76.72,98,3.02e-105,300
AT1G80060,AT1G80060.1,Potri.006G255500,Potri.006G255500.1,34.632,83,6.31e-31,116
AT1G80070,AT1G80070.1,Potri.003G031900,Potri.003G031900.1,94.541,100,0,4653
AT1G80080,AT1G80080.1,Potri.001G202100,Potri.001G202100.1,63.362,93,0,598
AT1G80100,AT1G80100.1,Potri.003G032400,Potri.003G032400.3,78.431,99,1.03e-86,251
AT1G80110,AT1G80110.1,Potri.006G267000,Potri.006G267000.1,45.296,99,1.31e-71,222
AT1G80120,AT1G80120.1,Potri.001G192000,Potri.001G192000.1,72.249,99,1.56e-101,292
AT1G80130,AT1G80130.1,Potri.018G130100,Potri.018G130100.1,42.901,100,9.64e-53,175
AT1G80133,AT1G80133.1,Potri.018G130700,Potri.018G130700.1,36.082,84,1.01e-13,62.4
AT1G80140,AT1G80140.1,Potri.015G088600,Potri.015G088600.2,43.75,99,6.77e-91,278
AT1G80150,AT1G80150.1,Potri.003G062700,Potri.003G062700.5,65.163,99,0,542
AT1G80160,AT1G80160.1,Potri.001G171600,Potri.001G171600.1,80.124,96,8.46e-94,270
AT1G80170,AT1G80170.1,Potri.001G171900,Potri.001G171900.5,59.806,93,0,530
AT1G80180,AT1G80180.1,Potri.003G062200,Potri.003G062200.1,50.714,100,1.09e-28,102
AT1G80190,AT1G80190.1,Potri.006G142300,Potri.006G142300.1,71.782,100,4.9e-105,301
AT1G80200,AT1G80200.1,Potri.003G061800,Potri.003G061800.4,41.892,94,7.67e-46,160
AT1G80210,AT1G80210.1,Potri.001G172800,Potri.001G172800.1,69.054,95,0,546
AT1G80220,AT1G80220.1,Potri.003G021800,Potri.003G021800.8,43.787,58,4.34e-38,137
AT1G80230,AT1G80230.1,Potri.003G060100,Potri.003G060100.5,66.879,91,1.21e-64,196
AT1G80240,AT1G80240.1,Potri.003G059800,Potri.003G059800.1,62.466,99,6.82e-179,503
AT1G80245,AT1G80245.1,Potri.003G149100,Potri.003G149100.5,44.248,88,1.92e-24,91.7
AT1G80260,AT1G80260.1,Potri.016G000102,Potri.016G000102.2,48.361,59,3.07e-165,499
AT1G80270,AT1G80270.1,Potri.006G039600,Potri.006G039600.1,57.766,92,0,679
AT1G80280,AT1G80280.1,Potri.001G174900,Potri.001G174900.1,68.769,99,0,881
AT1G80290,AT1G80290.2,Potri.006G278400,Potri.006G278400.1,67.208,88,7.64e-146,415
AT1G80300,AT1G80300.1,Potri.001G175200,Potri.001G175200.1,80.666,99,0,934
AT1G80310,AT1G80310.1,Potri.006G246000,Potri.006G246000.1,58.373,89,1.78e-164,472
AT1G80320,AT1G80320.1,Potri.001G176500,Potri.001G176500.1,44.969,99,9.98e-100,296
AT1G80330,AT1G80330.1,Potri.003G057400,Potri.003G057400.1,55.362,97,2.63e-128,373
AT1G80340,AT1G80340.1,Potri.003G057400,Potri.003G057400.1,58.523,99,6.26e-153,435
AT1G80350,AT1G80350.1,Potri.003G057800,Potri.003G057800.1,82.83,100,0,884
AT1G80360,AT1G80360.1,Potri.001G177000,Potri.001G177000.2,71.392,100,0,588
AT1G80370,AT1G80370.1,Potri.001G177100,Potri.001G177100.2,56.646,99,3.2e-180,513
AT1G80380,AT1G80380.2,Potri.003G058500,Potri.003G058500.8,71.907,85,0,604
AT1G80390,AT1G80390.1,Potri.001G177400,Potri.001G177400.1,47.872,89,4.4e-45,148
AT1G80400,AT1G80400.1,Potri.006G247000,Potri.006G247000.2,50.591,98,8.17e-145,419
AT1G80410,AT1G80410.2,Potri.001G178000,Potri.001G178000.2,76.497,98,0,1379
AT1G80420,AT1G80420.1,Potri.001G178100,Potri.001G178100.5,51.093,98,2.45e-115,339
AT1G80440,AT1G80440.1,Potri.001G178300,Potri.001G178300.1,49.862,100,1.15e-130,378
AT1G80450,AT1G80450.1,Potri.006G266700,Potri.006G266700.2,41.975,85,4.52e-20,83.2
AT1G80460,AT1G80460.1,Potri.003G030900,Potri.003G030900.1,79.079,99,0,841
AT1G80480,AT1G80480.1,Potri.001G201400,Potri.001G201400.7,70.105,100,0,614
AT1G80490,AT1G80490.2,Potri.003G030000,Potri.003G030000.3,84.561,100,0,2029
AT1G80500,AT1G80500.1,Potri.003G183400,Potri.003G183400.10,91.912,100,1.5e-93,266
AT1G80510,AT1G80510.1,Potri.003G011900,Potri.003G011900.1,75.848,100,0,672
AT1G80520,AT1G80520.1,Potri.001G204600,Potri.001G204600.1,53.991,100,4.65e-63,194
AT1G80530,AT1G80530.1,Potri.003G012300,Potri.003G012300.1,62.191,100,0,722
AT1G80540,AT1G80540.1,Potri.018G120200,Potri.018G120200.1,48.554,89,1.88e-158,463
AT1G80550,AT1G80550.1,Potri.005G147200,Potri.005G147200.1,61.136,97,0,552
AT1G80555,AT1G80555.1,Potri.001G185600,Potri.001G185600.7,58.475,85,1.14e-35,127
AT1G80560,AT1G80560.1,Potri.001G185600,Potri.001G185600.7,84.334,94,0,672
AT1G80570,AT1G80570.2,Potri.017G053400,Potri.017G053400.1,74.145,97,0,719
AT1G80580,AT1G80580.1,Potri.017G053700,Potri.017G053700.1,39.357,84,1.71e-39,139
AT1G80590,AT1G80590.1,Potri.006G109100,Potri.006G109100.1,33.52,58,1.42e-20,89.4
AT1G80600,AT1G80600.1,Potri.017G053500,Potri.017G053500.1,79,87,0,677
AT1G80610,AT1G80610.1,Potri.017G053900,Potri.017G053900.1,37.175,95,7.35e-37,130
AT1G80620,AT1G80620.1,Potri.003G178800,Potri.003G178800.2,45.94,99,1e-110,333
AT1G80630,AT1G80630.1,Potri.003G179100,Potri.003G179100.1,49.391,95,4.81e-178,516
AT1G80640,AT1G80640.1,Potri.001G048500,Potri.001G048500.1,60.354,89,7.69e-162,464
AT1G80650,AT1G80650.1,Potri.003G179700,Potri.003G179700.2,52.778,52,8.38e-23,90.5
AT1G80660,AT1G80660.1,Potri.006G005900,Potri.006G005900.1,85.095,99,0,1684
AT1G80670,AT1G80670.1,Potri.003G180000,Potri.003G180000.1,80.571,100,0,595
AT1G80680,AT1G80680.1,Potri.003G180100,Potri.003G180100.1,61.322,97,0,1295
AT1G80690,AT1G80690.1,Potri.003G180400,Potri.003G180400.1,72.566,99,3.29e-109,313
AT1G80700,AT1G80700.1,Potri.003G180500,Potri.003G180500.6,42.152,99,1.84e-45,151
AT1G80710,AT1G80710.1,Potri.018G112500,Potri.018G112500.1,52.481,99,0,541
AT1G80720,AT1G80720.1,Potri.001G047600,Potri.001G047600.1,60.938,99,4.65e-83,246
AT1G80730,AT1G80730.1,Potri.018G021400,Potri.018G021400.1,41.538,100,7.01e-47,156
AT1G80740,AT1G80740.1,Potri.001G009600,Potri.001G009600.1,49.688,98,0,753
AT1G80745,AT1G80745.1,Potri.011G121800,Potri.011G121800.2,44.545,83,1.72e-22,85.5
AT1G80750,AT1G80750.1,Potri.001G047400,Potri.001G047400.1,59.036,100,7.89e-100,291
AT1G80760,AT1G80760.1,Potri.001G046800,Potri.001G046800.1,80.323,100,6.05e-173,481
AT1G80770,AT1G80770.1,Potri.002G134900,Potri.002G134900.1,67.548,92,0,576
AT1G80780,AT1G80780.3,Potri.001G046700,Potri.001G046700.1,81.25,95,1.13e-168,468
AT1G80790,AT1G80790.1,Potri.003G181000,Potri.003G181000.2,50.647,97,0,598
AT1G80810,AT1G80810.2,Potri.003G181300,Potri.003G181300.1,38.947,75,5.44e-111,358
AT1G80820,AT1G80820.1,Potri.001G046100,Potri.001G046100.1,78.056,96,0,510
AT1G80830,AT1G80830.1,Potri.001G044900,Potri.001G044900.1,76.852,99,0,838
AT1G80840,AT1G80840.1,Potri.001G044500,Potri.001G044500.1,53.517,98,1.67e-104,308
AT1G80850,AT1G80850.1,Potri.018G106900,Potri.018G106900.5,52.286,99,4.8e-113,333
AT1G80860,AT1G80860.2,Potri.001G044200,Potri.001G044200.1,78.182,100,8.37e-98,280
AT1G80870,AT1G80870.1,Potri.003G183100,Potri.003G183100.1,61.028,99,0,811
AT1G80880,AT1G80880.1,Potri.001G043500,Potri.001G043500.1,55.146,93,0,571
AT1G80890,AT1G80890.1,Potri.001G043300,Potri.001G043300.4,55,96,4.06e-31,104
AT1G80900,AT1G80900.1,Potri.001G043200,Potri.001G043200.2,84.494,100,0,748
AT1G80910,AT1G80910.1,Potri.008G137000,Potri.008G137000.2,69.38,100,0,729
AT1G80920,AT1G80920.1,Potri.003G183700,Potri.003G183700.1,57.647,95,8.77e-59,181
AT1G80930,AT1G80930.1,Potri.016G121100,Potri.016G121100.1,85.767,59,0,939
AT1G80940,AT1G80940.1,Potri.003G184925,Potri.003G184925.1,68.78,95,3.72e-86,254
AT1G80950,AT1G80950.1,Potri.014G042200,Potri.014G042200.1,62.981,100,0,527
AT1G80980,AT1G80980.1,Potri.003G180500,Potri.003G180500.6,42.152,99,2.09e-45,151
AT2G01060,AT2G01060.1,Potri.006G000800,Potri.006G000800.3,71.724,96,1.26e-134,384
AT2G01070,AT2G01070.1,Potri.001G209400,Potri.001G209400.2,67.288,95,0,629
AT2G01080,AT2G01080.1,Potri.001G208000,Potri.001G208000.1,76.471,84,4.05e-98,286
AT2G01090,AT2G01090.1,Potri.002G069200,Potri.002G069200.4,79.032,98,4.18e-33,108
AT2G01100,AT2G01100.1,Potri.008G126800,Potri.008G126800.8,56.25,51,2.47e-30,115
AT2G01110,AT2G01110.1,Potri.010G117200,Potri.010G117200.1,67.956,98,2.37e-142,407
AT2G01120,AT2G01120.2,Potri.008G126300,Potri.008G126300.3,68.941,100,0,613
AT2G01130,AT2G01130.1,Potri.010G117800,Potri.010G117800.2,71.897,99,0,1690
AT2G01140,AT2G01140.1,Potri.008G125900,Potri.008G125900.2,85.459,100,0,700
AT2G01150,AT2G01150.1,Potri.008G125700,Potri.008G125700.1,47.586,81,5.09e-39,130
AT2G01170,AT2G01170.1,Potri.010G119100,Potri.010G119100.1,80.792,98,0,835
AT2G01180,AT2G01180.1,Potri.010G119400,Potri.010G119400.1,63.694,91,1.89e-145,414
AT2G01190,AT2G01190.1,Potri.008G124700,Potri.008G124700.1,52.559,95,6.69e-154,463
AT2G01200,AT2G01200.2,Potri.010G119900,Potri.010G119900.1,52.062,99,1.31e-66,203
AT2G01210,AT2G01210.1,Potri.010G120100,Potri.010G120100.1,71.287,98,0,1036
AT2G01220,AT2G01220.2,Potri.010G120200,Potri.010G120200.1,72.656,99,0,589
AT2G01240,AT2G01240.1,Potri.014G091200,Potri.014G091200.1,32.414,87,4.4e-13,65.5
AT2G01250,AT2G01250.1,Potri.008G008000,Potri.008G008000.1,86.307,99,8.6e-154,427
AT2G01260,AT2G01260.1,Potri.010G120700,Potri.010G120700.2,59.446,99,8.95e-135,390
AT2G01270,AT2G01270.1,Potri.008G127300,Potri.008G127300.1,68.639,99,0,721
AT2G01275,AT2G01275.1,Potri.010G115600,Potri.010G115600.3,55.678,100,2.29e-94,278
AT2G01280,AT2G01280.1,Potri.001G246100,Potri.001G246100.4,37.198,99,7.11e-112,346
AT2G01290,AT2G01290.1,Potri.001G225700,Potri.001G225700.1,70.956,99,2.12e-133,378
AT2G01300,AT2G01300.1,Potri.008G127800,Potri.008G127800.1,48.12,85,8.83e-47,149
AT2G01320,AT2G01320.3,Potri.010G115000,Potri.010G115000.3,76.438,99,0,1096
AT2G01330,AT2G01330.1,Potri.012G049200,Potri.012G049200.1,70.473,100,0,903
AT2G01340,AT2G01340.1,Potri.010G113800,Potri.010G113800.1,55.022,99,2.37e-69,212
AT2G01350,AT2G01350.1,Potri.008G128900,Potri.008G128900.1,82.164,97,0,583
AT2G01360,AT2G01360.1,Potri.005G127500,Potri.005G127500.4,46.497,99,8.22e-42,147
AT2G01370,AT2G01370.1,Potri.009G088400,Potri.009G088400.1,40.152,52,8.99e-21,90.9
AT2G01390,AT2G01390.1,Potri.005G127500,Potri.005G127500.4,55.938,99,0,643
AT2G01410,AT2G01410.1,Potri.001G156300,Potri.001G156300.1,63.144,99,3.56e-159,452
AT2G01420,AT2G01420.2,Potri.010G112800,Potri.010G112800.1,74.543,100,0,929
AT2G01430,AT2G01430.1,Potri.008G129500,Potri.008G129500.2,64.249,64,6e-72,221
AT2G01440,AT2G01440.1,Potri.010G112500,Potri.010G112500.1,61.471,99,0,1243
AT2G01450,AT2G01450.1,Potri.008G130001,Potri.008G130001.1,70.309,99,0,716
AT2G01460,AT2G01460.1,Potri.008G130200,Potri.008G130200.7,81.192,100,0,1546
AT2G01470,AT2G01470.1,Potri.008G130300,Potri.008G130300.1,51.795,97,2.76e-125,367
AT2G01480,AT2G01480.1,Potri.010G111500,Potri.010G111500.1,77.641,99,0,935
AT2G01490,AT2G01490.1,Potri.006G222800,Potri.006G222800.1,74.733,99,1.64e-164,458
AT2G01500,AT2G01500.1,Potri.010G111400,Potri.010G111400.1,33.083,82,2.95e-27,108
AT2G01510,AT2G01510.1,Potri.017G001000,Potri.017G001000.4,42.979,99,4.01e-166,488
AT2G01520,AT2G01520.1,Potri.008G131200,Potri.008G131200.1,42.466,96,8.57e-35,119
AT2G01530,AT2G01530.1,Potri.008G131300,Potri.008G131300.1,38.816,100,1.1e-33,116
AT2G01540,AT2G01540.1,Potri.008G131500,Potri.008G131500.6,63.314,93,3.33e-77,228
AT2G01570,AT2G01570.1,Potri.008G131700,Potri.008G131700.4,67.81,99,0,797
AT2G01580,AT2G01580.1,Potri.002G239500,Potri.002G239500.2,65.517,90,1.98e-58,182
AT2G01590,AT2G01590.1,Potri.010G110100,Potri.010G110100.2,38.043,100,2.39e-25,96.7
AT2G01600,AT2G01600.1,Potri.008G132100,Potri.008G132100.1,72.137,100,0,818
AT2G01610,AT2G01610.1,Potri.010G109300,Potri.010G109300.2,52.466,100,8.48e-72,218
AT2G01620,AT2G01620.1,Potri.010G108600,Potri.010G108600.1,40.809,83,1.55e-66,211
AT2G01630,AT2G01630.1,Potri.010G108500,Potri.010G108500.1,75.681,95,0,754
AT2G01640,AT2G01640.1,Potri.009G097000,Potri.009G097000.1,62.121,84,2.03e-51,161
AT2G01650,AT2G01650.1,Potri.008G133700,Potri.008G133700.1,59.798,100,0,521
AT2G01660,AT2G01660.1,Potri.008G133500,Potri.008G133500.4,61.053,98,2.05e-122,352
AT2G01670,AT2G01670.1,Potri.010G107300,Potri.010G107300.1,71.023,95,1.63e-86,252
AT2G01680,AT2G01680.1,Potri.010G106800,Potri.010G106800.1,74.011,99,0,793
AT2G01690,AT2G01690.2,Potri.008G134600,Potri.008G134600.1,78.619,100,0,1157
AT2G01710,AT2G01710.1,Potri.005G156100,Potri.005G156100.7,48.925,99,1.27e-111,328
AT2G01720,AT2G01720.1,Potri.010G223500,Potri.010G223500.3,70.933,99,0,702
AT2G01730,AT2G01730.1,Potri.010G106200,Potri.010G106200.1,66.354,99,0,903
AT2G01735,AT2G01735.1,Potri.008G134900,Potri.008G134900.1,64.407,96,3.01e-161,456
AT2G01740,AT2G01740.1,Potri.010G098400,Potri.010G098400.2,35.935,97,9.58e-117,364
AT2G01750,AT2G01750.2,Potri.008G135100,Potri.008G135100.5,74.448,99,0,862
AT2G01755,AT2G01755.1,Potri.008G135400,Potri.008G135400.1,62.5,55,2.45e-37,127
AT2G01760,AT2G01760.1,Potri.008G135500,Potri.008G135500.1,61.95,77,1.14e-118,359
AT2G01770,AT2G01770.1,Potri.010G104200,Potri.010G104200.1,81.59,95,1.47e-137,387
AT2G01780,AT2G01780.1,Potri.011G037100,Potri.011G037100.1,30.508,82,4.41e-23,99.4
AT2G01790,AT2G01790.1,Potri.008G012600,Potri.008G012600.9,30.566,96,1.27e-28,115
AT2G01810,AT2G01810.1,Potri.008G137200,Potri.008G137200.1,44.156,98,0,586
AT2G01818,AT2G01818.1,Potri.008G137300,Potri.008G137300.1,54.673,94,1.07e-69,213
AT2G01820,AT2G01820.1,Potri.017G134900,Potri.017G134900.1,62.142,99,0,1135
AT2G01830,AT2G01830.2,Potri.008G137900,Potri.008G137900.1,71.584,91,0,1444
AT2G01850,AT2G01850.1,Potri.010G102300,Potri.010G102300.1,71.382,90,4.71e-165,464
AT2G01860,AT2G01860.1,Potri.005G252300,Potri.005G252300.1,62.419,93,0,568
AT2G01870,AT2G01870.1,Potri.001G257400,Potri.001G257400.1,40.476,78,9.29e-23,90.1
AT2G01880,AT2G01880.1,Potri.008G139125,Potri.008G139125.1,60.923,98,7.44e-148,421
AT2G01890,AT2G01890.1,Potri.008G139125,Potri.008G139125.1,65.644,97,3.62e-162,457
AT2G01900,AT2G01900.1,Potri.010G101700,Potri.010G101700.2,61.163,99,0,537
AT2G01910,AT2G01910.1,Potri.008G139700,Potri.008G139700.17,70.115,100,0,849
AT2G01913,AT2G01913.1,Potri.008G140000,Potri.008G140000.4,31.25,86,5.44e-12,59.7
AT2G01918,AT2G01918.1,Potri.017G129700,Potri.017G129700.1,43.697,63,8.06e-27,101
AT2G01920,AT2G01920.1,Potri.008G140100,Potri.008G140100.1,40.206,87,7.05e-66,212
AT2G01930,AT2G01930.1,Potri.010G101400,Potri.010G101400.4,57.86,100,4.07e-102,300
AT2G01940,AT2G01940.3,Potri.008G140400,Potri.008G140400.1,61.062,98,1.65e-176,501
AT2G01950,AT2G01950.1,Potri.008G140500,Potri.008G140500.1,71.996,97,0,1625
AT2G01960,AT2G01960.1,Potri.018G100000,Potri.018G100000.1,32.051,86,2.3e-23,96.7
AT2G01970,AT2G01970.1,Potri.017G144241,Potri.017G144241.4,84.786,99,0,1029
AT2G01980,AT2G01980.1,Potri.010G100900,Potri.010G100900.1,65.899,97,0,1446
AT2G01990,AT2G01990.1,Potri.010G100700,Potri.010G100700.1,47.843,100,9.78e-58,184
AT2G02000,AT2G02000.1,Potri.017G144421,Potri.017G144421.1,82.093,98,0,854
AT2G02010,AT2G02010.1,Potri.008G141100,Potri.008G141100.1,83.104,100,0,884
AT2G02020,AT2G02020.1,Potri.010G100200,Potri.010G100200.1,62.158,99,0,738
AT2G02040,AT2G02040.1,Potri.010G100200,Potri.010G100200.1,74.701,99,0,921
AT2G02050,AT2G02050.1,Potri.010G099900,Potri.010G099900.1,75,100,2.13e-52,160
AT2G02060,AT2G02060.1,Potri.008G142000,Potri.008G142000.1,36.271,93,5.05e-33,122
AT2G02061,AT2G02061.1,Potri.010G099400,Potri.010G099400.1,63.056,88,7.3e-165,469
AT2G02070,AT2G02070.1,Potri.010G099200,Potri.010G099200.1,50.076,99,1.46e-179,522
AT2G02080,AT2G02080.1,Potri.010G099100,Potri.010G099100.1,50,92,2.48e-146,431
AT2G02090,AT2G02090.1,Potri.010G099000,Potri.010G099000.3,70.757,99,0,1082
AT2G02100,AT2G02100.1,Potri.T011301,Potri.T011301.1,55.072,88,1.02e-21,80.9
AT2G02120,AT2G02120.1,Potri.T011301,Potri.T011301.1,56.522,88,9.95e-22,80.9
AT2G02130,AT2G02130.1,Potri.T011301,Potri.T011301.1,56.716,86,9.44e-24,85.9
AT2G02140,AT2G02140.1,Potri.T011301,Potri.T011301.1,43.939,86,4.16e-13,58.9
AT2G02147,AT2G02147.1,Potri.T011301,Potri.T011301.1,40.845,88,1.55e-11,55.1
AT2G02148,AT2G02148.1,Potri.008G143700,Potri.008G143700.7,60.043,100,0,519
AT2G02150,AT2G02150.1,Potri.010G098400,Potri.010G098400.2,59.583,99,0,940
AT2G02160,AT2G02160.1,Potri.008G144200,Potri.008G144200.1,43.74,81,8.97e-125,388
AT2G02170,AT2G02170.1,Potri.010G098000,Potri.010G098000.1,61.194,99,8.41e-172,494
AT2G02180,AT2G02180.1,Potri.008G144400,Potri.008G144400.2,81.229,94,1.74e-179,497
AT2G02220,AT2G02220.1,Potri.008G144700,Potri.008G144700.1,65.625,99,0,1298
AT2G02230,AT2G02230.1,Potri.018G015800,Potri.018G015800.2,42.724,94,3.23e-82,252
AT2G02240,AT2G02240.1,Potri.018G015800,Potri.018G015800.2,47.44,81,2.31e-85,259
AT2G02250,AT2G02250.1,Potri.006G267000,Potri.006G267000.1,41.026,89,5.33e-75,233
AT2G02290,AT2G02290.1,Potri.018G108300,Potri.018G108300.4,32.103,86,1.03e-41,150
AT2G02300,AT2G02300.1,Potri.001G050100,Potri.001G050100.1,41.636,87,5.8e-52,171
AT2G02310,AT2G02310.1,Potri.006G267000,Potri.006G267000.1,36.218,92,1.12e-57,188
AT2G02320,AT2G02320.1,Potri.018G015800,Potri.018G015800.2,39.604,85,4e-59,192
AT2G02340,AT2G02340.1,Potri.018G015800,Potri.018G015800.2,43.103,87,2.05e-73,228
AT2G02350,AT2G02350.1,Potri.001G050100,Potri.001G050100.1,32.796,95,4.84e-23,93.6
AT2G02360,AT2G02360.1,Potri.005G022000,Potri.005G022000.1,42.5,93,1.72e-75,232
AT2G02370,AT2G02370.1,Potri.001G078700,Potri.001G078700.1,67.846,95,2.01e-145,413
AT2G02380,AT2G02380.1,Potri.004G232600,Potri.004G232600.6,62.617,95,1.29e-101,294
AT2G02390,AT2G02390.3,Potri.004G232600,Potri.004G232600.6,62.338,99,1.29e-103,299
AT2G02400,AT2G02400.1,Potri.004G230900,Potri.004G230900.1,72.1,99,0,506
AT2G02410,AT2G02410.1,Potri.003G046600,Potri.003G046600.2,68.73,99,1.31e-152,429
AT2G02450,AT2G02450.2,Potri.003G046700,Potri.003G046700.1,54.726,90,9.05e-131,382
AT2G02470,AT2G02470.1,Potri.003G044700,Potri.003G044700.1,81.323,99,3.87e-136,384
AT2G02480,AT2G02480.1,Potri.003G044900,Potri.003G044900.1,56.711,99,0,1235
AT2G02500,AT2G02500.1,Potri.004G230200,Potri.004G230200.1,68.35,98,7.98e-141,400
AT2G02510,AT2G02510.1,Potri.004G229900,Potri.004G229900.1,75.862,79,4.72e-30,101
AT2G02520,AT2G02520.1,Potri.010G000101,Potri.010G000101.1,35,74,1.89e-23,97.8
AT2G02540,AT2G02540.1,Potri.003G000400,Potri.003G000400.1,47.712,91,5.47e-77,237
AT2G02560,AT2G02560.1,Potri.003G000500,Potri.003G000500.10,82.801,100,0,2003
AT2G02570,AT2G02570.1,Potri.004G229200,Potri.004G229200.1,70.748,98,8.87e-148,417
AT2G02580,AT2G02580.1,Potri.008G184000,Potri.008G184000.1,53.696,91,0,526
AT2G02590,AT2G02590.1,Potri.010G034400,Potri.010G034400.1,73.878,75,7.9e-117,340
AT2G02610,AT2G02610.1,Potri.016G057800,Potri.016G057800.2,31.44,77,2.46e-59,211
AT2G02620,AT2G02620.1,Potri.016G057800,Potri.016G057800.2,32.017,99,1.73e-52,189
AT2G02630,AT2G02630.1,Potri.016G047000,Potri.016G047000.1,30.445,86,1.93e-42,159
AT2G02640,AT2G02640.1,Potri.016G057800,Potri.016G057800.2,30.242,77,8.21e-54,196
AT2G02680,AT2G02680.1,Potri.016G057800,Potri.016G057800.2,30.339,74,1.01e-54,199
AT2G02710,AT2G02710.1,Potri.008G180700,Potri.008G180700.1,61.008,94,4.21e-165,469
