Ligand_Ath,Receptor_Ath,Ligand_Ptr,Receptor_Ptr
AT4G01370,AT5G38990,Potri.002G162500,Potri.017G096000
AT2G23200,AT5G38990,Potri.005G143200,Potri.017G096000
AT5G56010,AT5G38990,Potri.001G466000,Potri.017G096000
AT5G56000,AT5G38990,Potri.001G466000,Potri.017G096000
AT1G07880,AT5G38990,Potri.003G131812,Potri.017G096000
AT3G51550,AT5G38990,Potri.016G138700,Potri.017G096000
AT1G23410,AT5G38990,Potri.001G025300,Potri.017G096000
AT1G70170,AT5G59270,Potri.012G104600,Potri.009G035500
AT1G24140,AT5G59270,Potri.012G104600,Potri.009G035500
AT1G59970,AT5G59270,Potri.015G103900,Potri.009G035500
AT1G24140,AT5G53320,Potri.012G104600,Potri.015G023500
AT1G70170,AT5G53320,Potri.012G104600,Potri.015G023500
AT1G59970,AT5G53320,Potri.015G103900,Potri.015G023500
AT1G70170,AT5G24100,Potri.012G104600,Potri.012G033200
AT1G24140,AT5G24100,Potri.012G104600,Potri.012G033200
AT1G59970,AT5G24100,Potri.015G103900,Potri.012G033200
AT4G36450,AT5G61350,Potri.005G119500,Potri.015G061700
AT5G39000,AT5G61350,Potri.017G095900,Potri.015G061700
AT4G11330,AT5G61350,Potri.003G131812,Potri.015G061700
AT2G43790,AT5G61350,Potri.007G139800,Potri.015G061700
AT3G45640,AT5G61350,Potri.009G066100,Potri.015G061700
AT1G59970,AT5G61350,Potri.015G103900,Potri.015G061700
AT1G01560,AT5G61350,Potri.002G162500,Potri.015G061700
AT3G52590,AT5G61350,Potri.016G077200,Potri.015G061700
AT5G24010,AT5G61350,Potri.004G079700,Potri.015G061700
AT2G39360,AT5G61350,Potri.010G213200,Potri.015G061700
AT5G28680,AT5G61350,Potri.005G055200,Potri.015G061700
AT1G24140,AT5G61350,Potri.012G104600,Potri.015G061700
AT3G62250,AT5G61350,Potri.001G025300,Potri.015G061700
AT5G38990,AT5G61350,Potri.017G096000,Potri.015G061700
AT1G10210,AT5G61350,Potri.002G032100,Potri.015G061700
AT3G46290,AT5G61350,Potri.001G234200,Potri.015G061700
AT2G47110,AT5G61350,Potri.001G025300,Potri.015G061700
AT5G39020,AT5G61350,Potri.017G096800,Potri.015G061700
AT5G56000,AT5G61350,Potri.001G466000,Potri.015G061700
AT3G04690,AT5G61350,Potri.013G042500,Potri.015G061700
AT2G36170,AT5G61350,Potri.016G077200,Potri.015G061700
AT4G05320,AT5G61350,Potri.011G134200,Potri.015G061700
AT5G56010,AT5G61350,Potri.001G466000,Potri.015G061700
AT5G52640,AT5G61350,Potri.017G146600,Potri.015G061700
AT5G56030,AT5G61350,Potri.001G466000,Potri.015G061700
AT1G07880,AT5G61350,Potri.003G131812,Potri.015G061700
AT1G30570,AT5G61350,Potri.001G467000,Potri.015G061700
AT5G03240,AT5G61350,Potri.011G134200,Potri.015G061700
AT2G21480,AT5G61350,Potri.009G120400,Potri.015G061700
AT1G70170,AT5G61350,Potri.012G104600,Potri.015G061700
AT2G18170,AT5G61350,Potri.005G119500,Potri.015G061700
AT1G23410,AT5G61350,Potri.001G025300,Potri.015G061700
AT4G02890,AT5G61350,Potri.017G036800,Potri.015G061700
AT4G01370,AT5G61350,Potri.002G162500,Potri.015G061700
AT4G39110,AT5G61350,Potri.009G120400,Potri.015G061700
AT5G37640,AT5G61350,Potri.017G036800,Potri.015G061700
AT5G39030,AT5G61350,Potri.017G096800,Potri.015G061700
AT3G59790,AT5G61350,Potri.007G139800,Potri.015G061700
AT2G46070,AT5G61350,Potri.014G088500,Potri.015G061700
AT5G54380,AT5G61350,Potri.001G405500,Potri.015G061700
AT2G23200,AT5G61350,Potri.005G143200,Potri.015G061700
AT4G05050,AT5G61350,Potri.004G021500,Potri.015G061700
AT1G59580,AT5G61350,Potri.002G032100,Potri.015G061700
AT3G51550,AT5G61350,Potri.016G138700,Potri.015G061700
AT1G70170,AT5G24080,Potri.012G104600,Potri.015G026300
AT1G24140,AT5G24080,Potri.012G104600,Potri.015G026300
AT1G59970,AT5G24080,Potri.015G103900,Potri.015G026300
AT1G24140,AT5G24010,Potri.012G104600,Potri.004G079700
AT5G39020,AT5G24010,Potri.017G096800,Potri.004G079700
AT5G38990,AT5G24010,Potri.017G096000,Potri.004G079700
AT3G52590,AT5G24010,Potri.016G077200,Potri.004G079700
AT2G36170,AT5G24010,Potri.016G077200,Potri.004G079700
AT1G70170,AT5G24010,Potri.012G104600,Potri.004G079700
AT1G10210,AT5G24010,Potri.002G032100,Potri.004G079700
AT5G61350,AT5G24010,Potri.015G061700,Potri.004G079700
AT5G56010,AT5G24010,Potri.001G466000,Potri.004G079700
AT1G01560,AT5G24010,Potri.002G162500,Potri.004G079700
AT4G36450,AT5G24010,Potri.005G119500,Potri.004G079700
AT4G11330,AT5G24010,Potri.003G131812,Potri.004G079700
AT2G23200,AT5G24010,Potri.005G143200,Potri.004G079700
AT3G59790,AT5G24010,Potri.007G139800,Potri.004G079700
AT2G21480,AT5G24010,Potri.009G120400,Potri.004G079700
AT4G05320,AT5G24010,Potri.011G134200,Potri.004G079700
AT2G46070,AT5G24010,Potri.014G088500,Potri.004G079700
AT5G39000,AT5G24010,Potri.017G095900,Potri.004G079700
AT4G02890,AT5G24010,Potri.017G036800,Potri.004G079700
AT1G23410,AT5G24010,Potri.001G025300,Potri.004G079700
AT5G54380,AT5G24010,Potri.001G405500,Potri.004G079700
AT2G39360,AT5G24010,Potri.010G213200,Potri.004G079700
AT3G46290,AT5G24010,Potri.001G234200,Potri.004G079700
AT5G39030,AT5G24010,Potri.017G096800,Potri.004G079700
AT1G30570,AT5G24010,Potri.001G467000,Potri.004G079700
AT4G01370,AT5G24010,Potri.002G162500,Potri.004G079700
AT1G07880,AT5G24010,Potri.003G131812,Potri.004G079700
AT3G45640,AT5G24010,Potri.009G066100,Potri.004G079700
AT5G56000,AT5G24010,Potri.001G466000,Potri.004G079700
AT2G18170,AT5G24010,Potri.005G119500,Potri.004G079700
AT5G03240,AT5G24010,Potri.011G134200,Potri.004G079700
AT1G59580,AT5G24010,Potri.002G032100,Potri.004G079700
AT3G51550,AT5G24010,Potri.016G138700,Potri.004G079700
AT5G37640,AT5G24010,Potri.017G036800,Potri.004G079700
AT5G28680,AT5G24010,Potri.005G055200,Potri.004G079700
AT2G43790,AT5G24010,Potri.007G139800,Potri.004G079700
AT2G47110,AT5G24010,Potri.001G025300,Potri.004G079700
AT4G05050,AT5G24010,Potri.004G021500,Potri.004G079700
AT3G04690,AT5G24010,Potri.013G042500,Potri.004G079700
AT5G52640,AT5G24010,Potri.017G146600,Potri.004G079700
AT3G62250,AT5G24010,Potri.001G025300,Potri.004G079700
AT4G39110,AT5G24010,Potri.009G120400,Potri.004G079700
AT5G56030,AT5G24010,Potri.001G466000,Potri.004G079700
AT1G59970,AT5G24010,Potri.015G103900,Potri.004G079700
AT1G59970,AT5G16590,Potri.015G103900,Potri.004G086100
AT1G70170,AT5G16590,Potri.012G104600,Potri.004G086100
AT1G24140,AT5G16590,Potri.012G104600,Potri.004G086100
AT1G73680,AT1G72520,Potri.012G049500,Potri.001G167700
AT3G01420,AT1G72520,Potri.008G106400,Potri.001G167700
AT1G59970,AT1G29750,Potri.015G103900,Potri.011G072566
AT1G24140,AT1G29750,Potri.012G104600,Potri.011G072566
AT1G70170,AT1G29750,Potri.012G104600,Potri.011G072566
AT2G46070,AT5G54380,Potri.014G088500,Potri.001G405500
AT5G56030,AT5G54380,Potri.001G466000,Potri.001G405500
AT5G38990,AT5G54380,Potri.017G096000,Potri.001G405500
AT1G59970,AT5G54380,Potri.015G103900,Potri.001G405500
AT3G52590,AT5G54380,Potri.016G077200,Potri.001G405500
AT5G37640,AT5G54380,Potri.017G036800,Potri.001G405500
AT1G07880,AT5G54380,Potri.003G131812,Potri.001G405500
AT3G04690,AT5G54380,Potri.013G042500,Potri.001G405500
AT3G59790,AT5G54380,Potri.007G139800,Potri.001G405500
AT5G61350,AT5G54380,Potri.015G061700,Potri.001G405500
AT2G47110,AT5G54380,Potri.001G025300,Potri.001G405500
AT2G21480,AT5G54380,Potri.009G120400,Potri.001G405500
AT5G39000,AT5G54380,Potri.017G095900,Potri.001G405500
AT2G23200,AT5G54380,Potri.005G143200,Potri.001G405500
AT5G39020,AT5G54380,Potri.017G096800,Potri.001G405500
AT3G45640,AT5G54380,Potri.009G066100,Potri.001G405500
AT5G52640,AT5G54380,Potri.017G146600,Potri.001G405500
AT3G51550,AT5G54380,Potri.016G138700,Potri.001G405500
AT3G46290,AT5G54380,Potri.001G234200,Potri.001G405500
AT2G39360,AT5G54380,Potri.010G213200,Potri.001G405500
AT4G02890,AT5G54380,Potri.017G036800,Potri.001G405500
AT4G05050,AT5G54380,Potri.004G021500,Potri.001G405500
AT2G18170,AT5G54380,Potri.005G119500,Potri.001G405500
AT2G43790,AT5G54380,Potri.007G139800,Potri.001G405500
AT3G62250,AT5G54380,Potri.001G025300,Potri.001G405500
AT1G59580,AT5G54380,Potri.002G032100,Potri.001G405500
AT1G30570,AT5G54380,Potri.001G467000,Potri.001G405500
AT1G23410,AT5G54380,Potri.001G025300,Potri.001G405500
AT4G01370,AT5G54380,Potri.002G162500,Potri.001G405500
AT1G10210,AT5G54380,Potri.002G032100,Potri.001G405500
AT5G03240,AT5G54380,Potri.011G134200,Potri.001G405500
AT4G36450,AT5G54380,Potri.005G119500,Potri.001G405500
AT1G70170,AT5G54380,Potri.012G104600,Potri.001G405500
AT5G28680,AT5G54380,Potri.005G055200,Potri.001G405500
AT4G39110,AT5G54380,Potri.009G120400,Potri.001G405500
AT5G24010,AT5G54380,Potri.004G079700,Potri.001G405500
AT5G56010,AT5G54380,Potri.001G466000,Potri.001G405500
AT5G39030,AT5G54380,Potri.017G096800,Potri.001G405500
AT5G56000,AT5G54380,Potri.001G466000,Potri.001G405500
AT2G36170,AT5G54380,Potri.016G077200,Potri.001G405500
AT4G05320,AT5G54380,Potri.011G134200,Potri.001G405500
AT1G24140,AT5G54380,Potri.012G104600,Potri.001G405500
AT1G01560,AT5G54380,Potri.002G162500,Potri.001G405500
AT4G11330,AT5G54380,Potri.003G131812,Potri.001G405500
AT1G17250,AT1G21210,Potri.003G074000,Potri.002G075951
AT2G47730,AT1G21210,Potri.002G207479,Potri.002G075951
AT4G05320,AT1G21210,Potri.011G134200,Potri.002G075951
AT4G02520,AT1G21210,Potri.002G207479,Potri.002G075951
AT4G24190,AT1G21210,Potri.005G241100,Potri.002G075951
AT1G17240,AT1G21210,Potri.003G074000,Potri.002G075951
AT5G56010,AT1G21210,Potri.001G466000,Potri.002G075951
AT3G03190,AT1G21210,Potri.017G138800,Potri.002G075951
AT4G05050,AT1G21210,Potri.004G021500,Potri.002G075951
AT1G02930,AT1G21210,Potri.002G207479,Potri.002G075951
AT3G28890,AT1G21210,Potri.012G027600,Potri.002G075951
AT1G02920,AT1G21210,Potri.002G207479,Potri.002G075951
AT1G68090,AT1G21210,Potri.008G139500,Potri.002G075951
AT3G62250,AT1G21210,Potri.001G025300,Potri.002G075951
AT2G30870,AT1G21210,Potri.017G138800,Potri.002G075951
AT3G62760,AT1G21210,Potri.002G207672,Potri.002G075951
AT2G02930,AT1G21210,Potri.002G207479,Potri.002G075951
AT1G02950,AT1G21210,Potri.002G207479,Potri.002G075951
AT5G17220,AT1G21210,Potri.017G138800,Potri.002G075951
AT5G06870,AT1G21210,Potri.006G058600,Potri.002G075951
AT1G23490,AT1G21210,Potri.013G005500,Potri.002G075951
AT2G42800,AT1G21210,Potri.008G211800,Potri.002G075951
AT1G74200,AT1G21210,Potri.011G104600,Potri.002G075951
AT2G36170,AT1G21210,Potri.016G077200,Potri.002G075951
AT1G13230,AT1G21210,Potri.008G114700,Potri.002G075951
AT4G02890,AT1G21210,Potri.017G036800,Potri.002G075951
AT5G56030,AT1G21210,Potri.001G466000,Potri.002G075951
AT3G12610,AT1G21210,Potri.009G064300,Potri.002G075951
AT3G23010,AT1G21210,Potri.001G389100,Potri.002G075951
AT5G52640,AT1G21210,Potri.017G146600,Potri.002G075951
AT5G06860,AT1G21210,Potri.006G058600,Potri.002G075951
AT5G37640,AT1G21210,Potri.017G036800,Potri.002G075951
AT3G52590,AT1G21210,Potri.016G077200,Potri.002G075951
AT5G03240,AT1G21210,Potri.011G134200,Potri.002G075951
AT2G30860,AT1G21210,Potri.017G138800,Potri.002G075951
AT2G26300,AT1G21210,Potri.018G048600,Potri.002G075951
AT5G56000,AT1G21210,Potri.001G466000,Potri.002G075951
AT3G12145,AT1G21210,Potri.006G058600,Potri.002G075951
AT1G70490,AT1G21210,Potri.013G005500,Potri.002G075951
AT1G02940,AT1G21210,Potri.002G207479,Potri.002G075951
AT2G47110,AT1G21210,Potri.001G025300,Potri.002G075951
AT1G80080,AT1G21210,Potri.001G202100,Potri.002G075951
AT1G49860,AT1G21210,Potri.002G207093,Potri.002G075951
AT1G23410,AT1G21210,Potri.001G025300,Potri.002G075951
AT1G23410,AT1G21230,Potri.001G025300,Potri.002G075951
AT5G56010,AT1G21230,Potri.001G466000,Potri.002G075951
AT3G62250,AT1G21230,Potri.001G025300,Potri.002G075951
AT1G17240,AT1G21230,Potri.003G074000,Potri.002G075951
AT5G06860,AT1G21230,Potri.006G058600,Potri.002G075951
AT1G70490,AT1G21230,Potri.013G005500,Potri.002G075951
AT3G62760,AT1G21230,Potri.002G207672,Potri.002G075951
AT5G37640,AT1G21230,Potri.017G036800,Potri.002G075951
AT4G02890,AT1G21230,Potri.017G036800,Potri.002G075951
AT3G28890,AT1G21230,Potri.012G027600,Potri.002G075951
AT2G26300,AT1G21230,Potri.018G048600,Potri.002G075951
AT1G17250,AT1G21230,Potri.003G074000,Potri.002G075951
AT4G05320,AT1G21230,Potri.011G134200,Potri.002G075951
AT1G49860,AT1G21230,Potri.002G207093,Potri.002G075951
AT2G30870,AT1G21230,Potri.017G138800,Potri.002G075951
AT5G17220,AT1G21230,Potri.017G138800,Potri.002G075951
AT3G52590,AT1G21230,Potri.016G077200,Potri.002G075951
AT2G47730,AT1G21230,Potri.002G207479,Potri.002G075951
AT1G02930,AT1G21230,Potri.002G207479,Potri.002G075951
AT2G42800,AT1G21230,Potri.008G211800,Potri.002G075951
AT1G80080,AT1G21230,Potri.001G202100,Potri.002G075951
AT2G36170,AT1G21230,Potri.016G077200,Potri.002G075951
AT1G02920,AT1G21230,Potri.002G207479,Potri.002G075951
AT3G03190,AT1G21230,Potri.017G138800,Potri.002G075951
AT2G30860,AT1G21230,Potri.017G138800,Potri.002G075951
AT1G13230,AT1G21230,Potri.008G114700,Potri.002G075951
AT3G12610,AT1G21230,Potri.009G064300,Potri.002G075951
AT1G02950,AT1G21230,Potri.002G207479,Potri.002G075951
AT4G24190,AT1G21230,Potri.005G241100,Potri.002G075951
AT5G52640,AT1G21230,Potri.017G146600,Potri.002G075951
AT1G23490,AT1G21230,Potri.013G005500,Potri.002G075951
AT5G56030,AT1G21230,Potri.001G466000,Potri.002G075951
AT1G74200,AT1G21230,Potri.011G104600,Potri.002G075951
AT1G68090,AT1G21230,Potri.008G139500,Potri.002G075951
AT5G56000,AT1G21230,Potri.001G466000,Potri.002G075951
AT3G12145,AT1G21230,Potri.006G058600,Potri.002G075951
AT2G47110,AT1G21230,Potri.001G025300,Potri.002G075951
AT4G02520,AT1G21230,Potri.002G207479,Potri.002G075951
AT5G06870,AT1G21230,Potri.006G058600,Potri.002G075951
AT5G03240,AT1G21230,Potri.011G134200,Potri.002G075951
AT2G02930,AT1G21230,Potri.002G207479,Potri.002G075951
AT4G05050,AT1G21230,Potri.004G021500,Potri.002G075951
AT3G23010,AT1G21230,Potri.001G389100,Potri.002G075951
AT1G02940,AT1G21230,Potri.002G207479,Potri.002G075951
AT2G30870,AT1G21240,Potri.017G138800,Potri.002G075951
AT2G47730,AT1G21240,Potri.002G207479,Potri.002G075951
AT1G17250,AT1G21240,Potri.003G074000,Potri.002G075951
AT5G52640,AT1G21240,Potri.017G146600,Potri.002G075951
AT3G52590,AT1G21240,Potri.016G077200,Potri.002G075951
AT1G02920,AT1G21240,Potri.002G207479,Potri.002G075951
AT1G17240,AT1G21240,Potri.003G074000,Potri.002G075951
AT5G03240,AT1G21240,Potri.011G134200,Potri.002G075951
AT3G03190,AT1G21240,Potri.017G138800,Potri.002G075951
AT5G17220,AT1G21240,Potri.017G138800,Potri.002G075951
AT3G12145,AT1G21240,Potri.006G058600,Potri.002G075951
AT4G02890,AT1G21240,Potri.017G036800,Potri.002G075951
AT5G37640,AT1G21240,Potri.017G036800,Potri.002G075951
AT1G23410,AT1G21240,Potri.001G025300,Potri.002G075951
AT4G24190,AT1G21240,Potri.005G241100,Potri.002G075951
AT2G30860,AT1G21240,Potri.017G138800,Potri.002G075951
AT3G23010,AT1G21240,Potri.001G389100,Potri.002G075951
AT2G42800,AT1G21240,Potri.008G211800,Potri.002G075951
AT1G74200,AT1G21240,Potri.011G104600,Potri.002G075951
AT2G02930,AT1G21240,Potri.002G207479,Potri.002G075951
AT1G02950,AT1G21240,Potri.002G207479,Potri.002G075951
AT1G49860,AT1G21240,Potri.002G207093,Potri.002G075951
AT4G02520,AT1G21240,Potri.002G207479,Potri.002G075951
AT4G05050,AT1G21240,Potri.004G021500,Potri.002G075951
AT2G36170,AT1G21240,Potri.016G077200,Potri.002G075951
AT3G62760,AT1G21240,Potri.002G207672,Potri.002G075951
AT1G13230,AT1G21240,Potri.008G114700,Potri.002G075951
AT3G62250,AT1G21240,Potri.001G025300,Potri.002G075951
AT1G02930,AT1G21240,Potri.002G207479,Potri.002G075951
AT2G26300,AT1G21240,Potri.018G048600,Potri.002G075951
AT5G06860,AT1G21240,Potri.006G058600,Potri.002G075951
AT1G80080,AT1G21240,Potri.001G202100,Potri.002G075951
AT1G02940,AT1G21240,Potri.002G207479,Potri.002G075951
AT3G12610,AT1G21240,Potri.009G064300,Potri.002G075951
AT2G47110,AT1G21240,Potri.001G025300,Potri.002G075951
AT5G06870,AT1G21240,Potri.006G058600,Potri.002G075951
AT1G68090,AT1G21240,Potri.008G139500,Potri.002G075951
AT3G28890,AT1G21240,Potri.012G027600,Potri.002G075951
AT1G23490,AT1G21240,Potri.013G005500,Potri.002G075951
AT4G05320,AT1G21240,Potri.011G134200,Potri.002G075951
AT5G56030,AT1G21240,Potri.001G466000,Potri.002G075951
AT5G56000,AT1G21240,Potri.001G466000,Potri.002G075951
AT1G70490,AT1G21240,Potri.013G005500,Potri.002G075951
AT5G56010,AT1G21240,Potri.001G466000,Potri.002G075951
AT4G05050,AT1G21270,Potri.004G021500,Potri.002G075951
AT1G02950,AT1G21270,Potri.002G207479,Potri.002G075951
AT2G42800,AT1G21270,Potri.008G211800,Potri.002G075951
AT4G05320,AT1G21270,Potri.011G134200,Potri.002G075951
AT5G52640,AT1G21270,Potri.017G146600,Potri.002G075951
AT5G17220,AT1G21270,Potri.017G138800,Potri.002G075951
AT1G13230,AT1G21270,Potri.008G114700,Potri.002G075951
AT5G37640,AT1G21270,Potri.017G036800,Potri.002G075951
AT1G17250,AT1G21270,Potri.003G074000,Potri.002G075951
AT4G02520,AT1G21270,Potri.002G207479,Potri.002G075951
AT1G49860,AT1G21270,Potri.002G207093,Potri.002G075951
AT1G23410,AT1G21270,Potri.001G025300,Potri.002G075951
AT1G68090,AT1G21270,Potri.008G139500,Potri.002G075951
AT3G23010,AT1G21270,Potri.001G389100,Potri.002G075951
AT3G52590,AT1G21270,Potri.016G077200,Potri.002G075951
AT1G02930,AT1G21270,Potri.002G207479,Potri.002G075951
AT2G47110,AT1G21270,Potri.001G025300,Potri.002G075951
AT5G03240,AT1G21270,Potri.011G134200,Potri.002G075951
AT4G24190,AT1G21270,Potri.005G241100,Potri.002G075951
AT3G12610,AT1G21270,Potri.009G064300,Potri.002G075951
AT2G02930,AT1G21270,Potri.002G207479,Potri.002G075951
AT3G03190,AT1G21270,Potri.017G138800,Potri.002G075951
AT1G23490,AT1G21270,Potri.013G005500,Potri.002G075951
AT5G06870,AT1G21270,Potri.006G058600,Potri.002G075951
AT1G70490,AT1G21270,Potri.013G005500,Potri.002G075951
AT3G62250,AT1G21270,Potri.001G025300,Potri.002G075951
AT1G80080,AT1G21270,Potri.001G202100,Potri.002G075951
AT1G74200,AT1G21270,Potri.011G104600,Potri.002G075951
AT2G30870,AT1G21270,Potri.017G138800,Potri.002G075951
AT5G56000,AT1G21270,Potri.001G466000,Potri.002G075951
AT2G30860,AT1G21270,Potri.017G138800,Potri.002G075951
AT1G02920,AT1G21270,Potri.002G207479,Potri.002G075951
AT3G28890,AT1G21270,Potri.012G027600,Potri.002G075951
AT5G56030,AT1G21270,Potri.001G466000,Potri.002G075951
AT1G17240,AT1G21270,Potri.003G074000,Potri.002G075951
AT2G26300,AT1G21270,Potri.018G048600,Potri.002G075951
AT2G36170,AT1G21270,Potri.016G077200,Potri.002G075951
AT5G56010,AT1G21270,Potri.001G466000,Potri.002G075951
AT2G47730,AT1G21270,Potri.002G207479,Potri.002G075951
AT4G02890,AT1G21270,Potri.017G036800,Potri.002G075951
AT3G62760,AT1G21270,Potri.002G207672,Potri.002G075951
AT1G02940,AT1G21270,Potri.002G207479,Potri.002G075951
AT5G06860,AT1G21270,Potri.006G058600,Potri.002G075951
AT3G12145,AT1G21270,Potri.006G058600,Potri.002G075951
AT1G70490,AT1G17910,Potri.013G005500,Potri.003G185688
AT5G56010,AT1G17910,Potri.001G466000,Potri.003G185688
AT1G23410,AT1G17910,Potri.001G025300,Potri.003G185688
AT1G02950,AT1G17910,Potri.002G207479,Potri.003G185688
AT2G02930,AT1G17910,Potri.002G207479,Potri.003G185688
AT2G47110,AT1G17910,Potri.001G025300,Potri.003G185688
AT2G36170,AT1G17910,Potri.016G077200,Potri.003G185688
AT2G42800,AT1G17910,Potri.008G211800,Potri.003G185688
AT2G30870,AT1G17910,Potri.017G138800,Potri.003G185688
AT3G23010,AT1G17910,Potri.001G389100,Potri.003G185688
AT5G17220,AT1G17910,Potri.017G138800,Potri.003G185688
AT5G06870,AT1G17910,Potri.006G058600,Potri.003G185688
AT1G02940,AT1G17910,Potri.002G207479,Potri.003G185688
AT1G02930,AT1G17910,Potri.002G207479,Potri.003G185688
AT2G47730,AT1G17910,Potri.002G207479,Potri.003G185688
AT3G52590,AT1G17910,Potri.016G077200,Potri.003G185688
AT4G05320,AT1G17910,Potri.011G134200,Potri.003G185688
AT2G26300,AT1G17910,Potri.018G048600,Potri.003G185688
AT1G74200,AT1G17910,Potri.011G104600,Potri.003G185688
AT4G02520,AT1G17910,Potri.002G207479,Potri.003G185688
AT5G03240,AT1G17910,Potri.011G134200,Potri.003G185688
AT1G17250,AT1G17910,Potri.003G074000,Potri.003G185688
AT5G06860,AT1G17910,Potri.006G058600,Potri.003G185688
AT3G28890,AT1G17910,Potri.012G027600,Potri.003G185688
AT5G56030,AT1G17910,Potri.001G466000,Potri.003G185688
AT4G24190,AT1G17910,Potri.005G241100,Potri.003G185688
AT1G02920,AT1G17910,Potri.002G207479,Potri.003G185688
AT1G17240,AT1G17910,Potri.003G074000,Potri.003G185688
AT3G62250,AT1G17910,Potri.001G025300,Potri.003G185688
AT3G62760,AT1G17910,Potri.002G207672,Potri.003G185688
AT1G49860,AT1G17910,Potri.002G207093,Potri.003G185688
AT3G12145,AT1G17910,Potri.006G058600,Potri.003G185688
AT5G52640,AT1G17910,Potri.017G146600,Potri.003G185688
AT1G23490,AT1G17910,Potri.013G005500,Potri.003G185688
AT2G30860,AT1G17910,Potri.017G138800,Potri.003G185688
AT4G05050,AT1G17910,Potri.004G021500,Potri.003G185688
AT1G68090,AT1G17910,Potri.008G139500,Potri.003G185688
AT3G12610,AT1G17910,Potri.009G064300,Potri.003G185688
AT5G56000,AT1G17910,Potri.001G466000,Potri.003G185688
AT5G37640,AT1G17910,Potri.017G036800,Potri.003G185688
AT1G80080,AT1G17910,Potri.001G202100,Potri.003G185688
AT3G03190,AT1G17910,Potri.017G138800,Potri.003G185688
AT1G13230,AT1G17910,Potri.008G114700,Potri.003G185688
AT4G02890,AT1G17910,Potri.017G036800,Potri.003G185688
AT5G03240,AT1G19390,Potri.011G134200,Potri.003G186100
AT3G23010,AT1G19390,Potri.001G389100,Potri.003G186100
AT5G52640,AT1G19390,Potri.017G146600,Potri.003G186100
AT1G74200,AT1G19390,Potri.011G104600,Potri.003G186100
AT1G17240,AT1G19390,Potri.003G074000,Potri.003G186100
AT1G49860,AT1G19390,Potri.002G207093,Potri.003G186100
AT5G06870,AT1G19390,Potri.006G058600,Potri.003G186100
AT2G02930,AT1G19390,Potri.002G207479,Potri.003G186100
AT1G02920,AT1G19390,Potri.002G207479,Potri.003G186100
AT4G02890,AT1G19390,Potri.017G036800,Potri.003G186100
AT2G42800,AT1G19390,Potri.008G211800,Potri.003G186100
AT2G47110,AT1G19390,Potri.001G025300,Potri.003G186100
AT4G05050,AT1G19390,Potri.004G021500,Potri.003G186100
AT1G70490,AT1G19390,Potri.013G005500,Potri.003G186100
AT5G17220,AT1G19390,Potri.017G138800,Potri.003G186100
AT2G30870,AT1G19390,Potri.017G138800,Potri.003G186100
AT4G02520,AT1G19390,Potri.002G207479,Potri.003G186100
AT1G68090,AT1G19390,Potri.008G139500,Potri.003G186100
AT3G62250,AT1G19390,Potri.001G025300,Potri.003G186100
AT3G12610,AT1G19390,Potri.009G064300,Potri.003G186100
AT1G02940,AT1G19390,Potri.002G207479,Potri.003G186100
AT3G52590,AT1G19390,Potri.016G077200,Potri.003G186100
AT2G30860,AT1G19390,Potri.017G138800,Potri.003G186100
AT5G56000,AT1G19390,Potri.001G466000,Potri.003G186100
AT5G06860,AT1G19390,Potri.006G058600,Potri.003G186100
AT5G56010,AT1G19390,Potri.001G466000,Potri.003G186100
AT3G12145,AT1G19390,Potri.006G058600,Potri.003G186100
AT2G36170,AT1G19390,Potri.016G077200,Potri.003G186100
AT1G02950,AT1G19390,Potri.002G207479,Potri.003G186100
AT2G26300,AT1G19390,Potri.018G048600,Potri.003G186100
AT1G23410,AT1G19390,Potri.001G025300,Potri.003G186100
AT1G02930,AT1G19390,Potri.002G207479,Potri.003G186100
AT1G80080,AT1G19390,Potri.001G202100,Potri.003G186100
AT5G37640,AT1G19390,Potri.017G036800,Potri.003G186100
AT3G03190,AT1G19390,Potri.017G138800,Potri.003G186100
AT1G17250,AT1G19390,Potri.003G074000,Potri.003G186100
AT5G56030,AT1G19390,Potri.001G466000,Potri.003G186100
AT1G13230,AT1G19390,Potri.008G114700,Potri.003G186100
AT2G47730,AT1G19390,Potri.002G207479,Potri.003G186100
AT1G23490,AT1G19390,Potri.013G005500,Potri.003G186100
AT3G62760,AT1G19390,Potri.002G207672,Potri.003G186100
AT4G05320,AT1G19390,Potri.011G134200,Potri.003G186100
AT3G28890,AT1G19390,Potri.012G027600,Potri.003G186100
AT4G24190,AT1G19390,Potri.005G241100,Potri.003G186100
AT3G01420,AT1G17420,Potri.008G106400,Potri.001G167700
AT1G73680,AT1G17420,Potri.012G049500,Potri.001G167700
AT1G70170,AT1G48480,Potri.012G104600,Potri.015G035500
AT1G59970,AT1G48480,Potri.015G103900,Potri.015G035500
AT1G24140,AT1G48480,Potri.012G104600,Potri.015G035500
AT1G24140,AT1G50610,Potri.012G104600,Potri.007G002000
AT1G70170,AT1G50610,Potri.012G104600,Potri.007G002000
AT1G59970,AT1G50610,Potri.015G103900,Potri.007G002000
AT1G23490,AT3G16785,Potri.013G005500,Potri.008G211100
AT1G70490,AT3G16785,Potri.013G005500,Potri.008G211100
AT1G70170,AT3G28450,Potri.012G104600,Potri.001G349900
AT1G24140,AT3G28450,Potri.012G104600,Potri.001G349900
AT1G59970,AT3G28450,Potri.015G103900,Potri.001G349900
