Receptor_Ath_clean,Ligand_Ath_clean,Ligand_Ath,Receptor_Ath,source,Organism,Ligand_Ptr,Receptor_Ptr,Ligand_Mapped,Receptor_Mapped,Both_Mapped,Ligand_Identity,Ligand_Coverage,Ligand_Evalue,Ligand_Bitscore,Receptor_Identity,Receptor_Coverage,Receptor_Evalue,Receptor_Bitscore
AT1G69730,AT3G28890,AT3G28890,AT1G69730,orthologs,Arabidopsis thaliana,Potri.012G027600,Potri.003G185688,TRUE,TRUE,TRUE,44.113,93,4.48e-135,427,47.619,89,0,626
AT1G69730,AT3G52590,AT3G52590,AT1G69730,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.003G185688,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,47.619,89,0,626
AT1G69730,AT3G62250,AT3G62250,AT1G69730,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.003G185688,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,47.619,89,0,626
AT1G69730,AT3G62760,AT3G62760,AT1G69730,orthologs,Arabidopsis thaliana,Potri.002G207672,Potri.003G185688,TRUE,TRUE,TRUE,63.679,96,3.84e-105,302,47.619,89,0,626
AT1G69730,AT4G02520,AT4G02520,AT1G69730,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.003G185688,TRUE,TRUE,TRUE,60.19,99,4.64e-88,259,47.619,89,0,626
AT1G69730,AT4G02890,AT4G02890,AT1G69730,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.003G185688,TRUE,TRUE,TRUE,100,100,0,605,47.619,89,0,626
AT1G69730,AT4G05050,AT4G05050,AT1G69730,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.003G185688,TRUE,TRUE,TRUE,100,100,5.78e-164,455,47.619,89,0,626
AT1G69730,AT4G05320,AT4G05320,AT1G69730,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.003G185688,TRUE,TRUE,TRUE,100,100,0,903,47.619,89,0,626
AT1G69730,AT4G24190,AT4G24190,AT1G69730,orthologs,Arabidopsis thaliana,Potri.005G241100,Potri.003G185688,TRUE,TRUE,TRUE,81.718,97,0,1300,47.619,89,0,626
AT1G69730,AT5G03240,AT5G03240,AT1G69730,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.003G185688,TRUE,TRUE,TRUE,100,99,0,603,47.619,89,0,626
AT1G69730,AT5G06860,AT5G06860,AT1G69730,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.003G185688,TRUE,TRUE,TRUE,65.909,93,1.21e-141,404,47.619,89,0,626
AT1G69730,AT5G06870,AT5G06870,AT1G69730,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.003G185688,TRUE,TRUE,TRUE,63.636,93,3.02e-132,380,47.619,89,0,626
AT1G69730,AT5G17220,AT5G17220,AT1G69730,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.003G185688,TRUE,TRUE,TRUE,56.338,99,2.52e-90,265,47.619,89,0,626
AT1G69730,AT5G37640,AT5G37640,AT1G69730,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.003G185688,TRUE,TRUE,TRUE,90.492,95,0,538,47.619,89,0,626
AT1G69730,AT5G52640,AT5G52640,AT1G69730,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.003G185688,TRUE,TRUE,TRUE,92.776,100,0,1249,47.619,89,0,626
AT1G69730,AT5G56000,AT5G56000,AT1G69730,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.003G185688,TRUE,TRUE,TRUE,91.726,100,0,1218,47.619,89,0,626
AT1G69730,AT5G56010,AT5G56010,AT1G69730,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.003G185688,TRUE,TRUE,TRUE,92.582,100,0,1224,47.619,89,0,626
AT1G69730,AT5G56030,AT5G56030,AT1G69730,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.003G185688,TRUE,TRUE,TRUE,89.589,100,0,1215,47.619,89,0,626
AT1G69850,AT1G14700,AT1G14700,AT1G69850,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.010G034300,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,72.774,99,0,849
AT1G69850,AT1G14700,AT1G14700,AT1G69850,BIOGRID,Arabidopsis thaliana,Potri.008G139125,Potri.010G034300,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,72.774,99,0,849
AT1G69910,AT1G02920,AT1G02920,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,62.201,99,6.99e-90,263,59.816,98,0,722
AT1G69910,AT1G02930,AT1G02930,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,62.019,99,1.65e-91,267,59.816,98,0,722
AT1G69910,AT1G02940,AT1G02940,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,52.427,80,1.26e-73,224,59.816,98,0,722
AT1G69910,AT1G02950,AT1G02950,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,58.252,84,6.3e-87,257,59.816,98,0,722
AT1G69910,AT1G13230,AT1G13230,AT1G69910,orthologs,Arabidopsis thaliana,Potri.008G114700,Potri.010G035300,TRUE,TRUE,TRUE,59.233,97,8.14e-165,472,59.816,98,0,722
AT1G69910,AT1G17240,AT1G17240,AT1G69910,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.010G035300,TRUE,TRUE,TRUE,49.588,98,0,653,59.816,98,0,722
AT1G69910,AT1G17250,AT1G17250,AT1G69910,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.010G035300,TRUE,TRUE,TRUE,53.019,89,0,684,59.816,98,0,722
AT1G69910,AT1G23410,AT1G23410,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.010G035300,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,59.816,98,0,722
AT1G69910,AT1G23490,AT1G23490,AT1G69910,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.010G035300,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,59.816,98,0,722
AT1G69910,AT1G49860,AT1G49860,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207093,Potri.010G035300,TRUE,TRUE,TRUE,47.642,83,1.81e-60,190,59.816,98,0,722
AT1G69910,AT1G68090,AT1G68090,AT1G69910,orthologs,Arabidopsis thaliana,Potri.008G139500,Potri.010G035300,TRUE,TRUE,TRUE,56.55,99,4.6e-126,363,59.816,98,0,722
AT1G69910,AT1G70490,AT1G70490,AT1G69910,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.010G035300,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,59.816,98,0,722
AT1G69910,AT1G74200,AT1G74200,AT1G69910,orthologs,Arabidopsis thaliana,Potri.011G104600,Potri.010G035300,TRUE,TRUE,TRUE,37.354,86,3.59e-37,141,59.816,98,0,722
AT1G69910,AT1G80080,AT1G80080,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G202100,Potri.010G035300,TRUE,TRUE,TRUE,63.362,93,0,598,59.816,98,0,722
AT1G69910,AT2G02930,AT2G02930,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,62.264,99,2.45e-89,262,59.816,98,0,722
AT1G69910,AT2G26300,AT2G26300,AT1G69910,orthologs,Arabidopsis thaliana,Potri.018G048600,Potri.010G035300,TRUE,TRUE,TRUE,85.455,100,0,684,59.816,98,0,722
AT1G69910,AT2G30860,AT2G30860,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.010G035300,TRUE,TRUE,TRUE,51.869,99,1.29e-78,235,59.816,98,0,722
AT1G69910,AT2G30870,AT2G30870,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.010G035300,TRUE,TRUE,TRUE,51.442,96,1.96e-76,229,59.816,98,0,722
AT1G69910,AT2G36170,AT2G36170,AT1G69910,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.010G035300,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,59.816,98,0,722
AT1G69910,AT2G42800,AT2G42800,AT1G69910,orthologs,Arabidopsis thaliana,Potri.008G211800,Potri.010G035300,TRUE,TRUE,TRUE,63.532,92,9.24e-180,510,59.816,98,0,722
AT1G69910,AT2G47110,AT2G47110,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.010G035300,TRUE,TRUE,TRUE,96.129,98,1.03e-107,304,59.816,98,0,722
AT1G69910,AT2G47730,AT2G47730,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,61.792,80,2.59e-91,269,59.816,98,0,722
AT1G69910,AT3G03190,AT3G03190,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.010G035300,TRUE,TRUE,TRUE,57.674,100,1.7e-88,260,59.816,98,0,722
AT1G69910,AT3G12145,AT3G12145,AT1G69910,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.010G035300,TRUE,TRUE,TRUE,52.303,93,2.64e-105,311,59.816,98,0,722
AT1G69910,AT3G12610,AT3G12610,AT1G69910,orthologs,Arabidopsis thaliana,Potri.009G064300,Potri.010G035300,TRUE,TRUE,TRUE,65.527,94,1.02e-171,483,59.816,98,0,722
AT1G69910,AT3G23010,AT3G23010,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G389100,Potri.010G035300,TRUE,TRUE,TRUE,38.739,99,1.94e-115,367,59.816,98,0,722
AT1G69910,AT3G28890,AT3G28890,AT1G69910,orthologs,Arabidopsis thaliana,Potri.012G027600,Potri.010G035300,TRUE,TRUE,TRUE,44.113,93,4.48e-135,427,59.816,98,0,722
AT1G69910,AT3G52590,AT3G52590,AT1G69910,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.010G035300,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,59.816,98,0,722
AT1G69910,AT3G62250,AT3G62250,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.010G035300,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,59.816,98,0,722
AT1G69910,AT3G62760,AT3G62760,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207672,Potri.010G035300,TRUE,TRUE,TRUE,63.679,96,3.84e-105,302,59.816,98,0,722
AT1G69910,AT4G02520,AT4G02520,AT1G69910,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.010G035300,TRUE,TRUE,TRUE,60.19,99,4.64e-88,259,59.816,98,0,722
AT1G69910,AT4G02890,AT4G02890,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.010G035300,TRUE,TRUE,TRUE,100,100,0,605,59.816,98,0,722
AT1G69910,AT4G05050,AT4G05050,AT1G69910,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.010G035300,TRUE,TRUE,TRUE,100,100,5.78e-164,455,59.816,98,0,722
AT1G69910,AT4G05320,AT4G05320,AT1G69910,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.010G035300,TRUE,TRUE,TRUE,100,100,0,903,59.816,98,0,722
AT1G69910,AT4G24190,AT4G24190,AT1G69910,orthologs,Arabidopsis thaliana,Potri.005G241100,Potri.010G035300,TRUE,TRUE,TRUE,81.718,97,0,1300,59.816,98,0,722
AT1G69910,AT5G03240,AT5G03240,AT1G69910,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.010G035300,TRUE,TRUE,TRUE,100,99,0,603,59.816,98,0,722
AT1G69910,AT5G06860,AT5G06860,AT1G69910,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.010G035300,TRUE,TRUE,TRUE,65.909,93,1.21e-141,404,59.816,98,0,722
AT1G69910,AT5G06870,AT5G06870,AT1G69910,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.010G035300,TRUE,TRUE,TRUE,63.636,93,3.02e-132,380,59.816,98,0,722
AT1G69910,AT5G17220,AT5G17220,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.010G035300,TRUE,TRUE,TRUE,56.338,99,2.52e-90,265,59.816,98,0,722
AT1G69910,AT5G37640,AT5G37640,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.010G035300,TRUE,TRUE,TRUE,90.492,95,0,538,59.816,98,0,722
AT1G69910,AT5G52640,AT5G52640,AT1G69910,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.010G035300,TRUE,TRUE,TRUE,92.776,100,0,1249,59.816,98,0,722
AT1G69910,AT5G56000,AT5G56000,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.010G035300,TRUE,TRUE,TRUE,91.726,100,0,1218,59.816,98,0,722
AT1G69910,AT5G56010,AT5G56010,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.010G035300,TRUE,TRUE,TRUE,92.582,100,0,1224,59.816,98,0,722
AT1G69910,AT5G56030,AT5G56030,AT1G69910,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.010G035300,TRUE,TRUE,TRUE,89.589,100,0,1215,59.816,98,0,722
AT1G69990,AT1G24140,AT1G24140,AT1G69990,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.004G081700,TRUE,TRUE,TRUE,60.119,87,1.18e-141,408,65.109,99,0,761
AT1G69990,AT1G59970,AT1G59970,AT1G69990,orthologs,Arabidopsis thaliana,Potri.015G103900,Potri.004G081700,TRUE,TRUE,TRUE,56.215,94,4.79e-137,395,65.109,99,0,761
AT1G69990,AT1G70170,AT1G70170,AT1G69990,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.004G081700,TRUE,TRUE,TRUE,57.418,96,7.54e-140,403,65.109,99,0,761
AT1G70170,AT1G15020,AT1G15020,AT1G70170,STRING,Arabidopsis thaliana,Potri.008G127300,Potri.012G104600,TRUE,TRUE,TRUE,64.844,95,0,703,57.418,96,7.54e-140,403
AT1G70170,AT1G31670,AT1G31670,AT1G70170,STRING,Arabidopsis thaliana,Potri.010G089050,Potri.012G104600,TRUE,TRUE,TRUE,54.709,88,0,753,57.418,96,7.54e-140,403
AT1G70170,AT1G47710,AT1G47710,AT1G70170,STRING,Arabidopsis thaliana,Potri.014G036000,Potri.012G104600,TRUE,TRUE,TRUE,64.267,99,7.74e-176,496,57.418,96,7.54e-140,403
AT1G70170,AT1G72990,AT1G72990,AT1G70170,STRING,Arabidopsis thaliana,Potri.003G037000,Potri.012G104600,TRUE,TRUE,TRUE,65.452,97,0,931,57.418,96,7.54e-140,403
AT1G70170,AT1G78660,AT1G78660,AT1G70170,STRING,Arabidopsis thaliana,Potri.003G026800,Potri.012G104600,TRUE,TRUE,TRUE,69.565,92,2.76e-172,485,57.418,96,7.54e-140,403
AT1G70170,AT1G78670,AT1G78670,AT1G70170,STRING,Arabidopsis thaliana,Potri.003G026800,Potri.012G104600,TRUE,TRUE,TRUE,63.687,99,1.04e-162,461,57.418,96,7.54e-140,403
AT1G70170,AT1G78680,AT1G78680,AT1G70170,STRING,Arabidopsis thaliana,Potri.003G026800,Potri.012G104600,TRUE,TRUE,TRUE,69.253,98,0,507,57.418,96,7.54e-140,403
AT1G70170,AT2G01270,AT2G01270,AT1G70170,STRING,Arabidopsis thaliana,Potri.008G127300,Potri.012G104600,TRUE,TRUE,TRUE,68.639,99,0,721,57.418,96,7.54e-140,403
AT1G70170,AT3G53230,AT3G53230,AT1G70170,STRING,Arabidopsis thaliana,Potri.016G091600,Potri.012G104600,TRUE,TRUE,TRUE,91.432,100,0,1531,57.418,96,7.54e-140,403
AT1G70170,AT4G04460,AT4G04460,AT1G70170,STRING,Arabidopsis thaliana,Potri.004G007600,Potri.012G104600,TRUE,TRUE,TRUE,64.66,100,0,708,57.418,96,7.54e-140,403
AT1G70170,AT4G14940,AT4G14940,AT1G70170,STRING,Arabidopsis thaliana,Potri.010G088900,Potri.012G104600,TRUE,TRUE,TRUE,65.485,99,0,929,57.418,96,7.54e-140,403
AT1G70170,AT5G03340,AT5G03340,AT1G70170,STRING,Arabidopsis thaliana,Potri.016G091600,Potri.012G104600,TRUE,TRUE,TRUE,92.365,100,0,1523,57.418,96,7.54e-140,403
AT1G70170,AT5G07830,AT5G07830,AT1G70170,STRING,Arabidopsis thaliana,Potri.015G049100,Potri.012G104600,TRUE,TRUE,TRUE,67.904,99,0,741,57.418,96,7.54e-140,403
AT1G70170,AT5G34940,AT5G34940,AT1G70170,STRING,Arabidopsis thaliana,Potri.018G121500,Potri.012G104600,TRUE,TRUE,TRUE,66.052,99,0,762,57.418,96,7.54e-140,403
AT1G70170,AT5G61250,AT5G61250,AT1G70170,STRING,Arabidopsis thaliana,Potri.015G049100,Potri.012G104600,TRUE,TRUE,TRUE,64.63,99,0,723,57.418,96,7.54e-140,403
AT1G70300,AT1G14700,AT1G14700,AT1G70300,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.010G094300,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,77.806,100,0,1273
AT1G70300,AT1G14700,AT1G14700,AT1G70300,BIOGRID,Arabidopsis thaliana,Potri.008G139125,Potri.010G094300,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,77.806,100,0,1273
AT1G70410,AT1G20160,AT1G20160,AT1G70410,STRING,Arabidopsis thaliana,Potri.002G018600,Potri.010G041100,TRUE,TRUE,TRUE,61.082,97,0,917,65.468,99,5.74e-137,388
AT1G70410,AT2G05920,AT2G05920,AT1G70410,STRING,Arabidopsis thaliana,Potri.006G141200,Potri.010G041100,TRUE,TRUE,TRUE,72.581,97,0,1133,65.468,99,5.74e-137,388
AT1G70460,AT1G12040,AT1G12040,AT1G70460,STRING,Arabidopsis thaliana,Potri.006G081200,Potri.008G189700,TRUE,TRUE,TRUE,68.049,54,0,573,58.803,82,0,661
AT1G70460,AT1G12560,AT1G12560,AT1G70460,STRING,Arabidopsis thaliana,Potri.001G112901,Potri.008G189700,TRUE,TRUE,TRUE,65.314,100,1.39e-130,371,58.803,82,0,661
AT1G70460,AT1G54970,AT1G54970,AT1G70460,STRING,Arabidopsis thaliana,Potri.014G126500,Potri.008G189700,TRUE,TRUE,TRUE,32.615,96,2.32e-19,88.6,58.803,82,0,661
AT1G70460,AT1G62440,AT1G62440,AT1G70460,STRING,Arabidopsis thaliana,Potri.018G151000,Potri.008G189700,TRUE,TRUE,TRUE,67.512,51,0,559,58.803,82,0,661
AT1G70460,AT1G62980,AT1G62980,AT1G70460,STRING,Arabidopsis thaliana,Potri.001G112901,Potri.008G189700,TRUE,TRUE,TRUE,64.479,97,7.7e-123,351,58.803,82,0,661
AT1G70460,AT3G62680,AT3G62680,AT1G70460,STRING,Arabidopsis thaliana,Potri.014G126300,Potri.008G189700,TRUE,TRUE,TRUE,30.919,96,2.84e-24,101,58.803,82,0,661
AT1G70460,AT4G25820,AT4G25820,AT1G70460,STRING,Arabidopsis thaliana,Potri.013G005700,Potri.008G189700,TRUE,TRUE,TRUE,62.63,98,2.82e-129,371,58.803,82,0,661
AT1G70460,AT5G67400,AT5G67400,AT1G70460,STRING,Arabidopsis thaliana,Potri.007G053400,Potri.008G189700,TRUE,TRUE,TRUE,70.462,98,5.06e-168,471,58.803,82,0,661
AT1G70520,AT4G23170,AT4G23170,AT1G70520,STRING,Arabidopsis thaliana,Potri.011G028400,Potri.010G043800,TRUE,TRUE,TRUE,46.32,84,4.17e-55,188,68.331,98,0,882
AT1G70530,AT5G21100,AT5G21100,AT1G70530,STRING,Arabidopsis thaliana,Potri.009G159700,Potri.010G043900,TRUE,TRUE,TRUE,62.111,99,0,744,62.15,99,0,817
AT1G71830,AT1G24140,AT1G24140,AT1G71830,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.013G117200,TRUE,TRUE,TRUE,60.119,87,1.18e-141,408,89.355,99,0,1036
AT1G71830,AT1G59970,AT1G59970,AT1G71830,orthologs,Arabidopsis thaliana,Potri.015G103900,Potri.013G117200,TRUE,TRUE,TRUE,56.215,94,4.79e-137,395,89.355,99,0,1036
AT1G71830,AT1G68765,AT1G68765,AT1G71830,STRING,Arabidopsis thaliana,Potri.010G131500,Potri.013G117200,TRUE,TRUE,TRUE,45.455,81,2.13e-11,55.1,89.355,99,0,1036
AT1G71830,AT1G70170,AT1G70170,AT1G71830,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.013G117200,TRUE,TRUE,TRUE,57.418,96,7.54e-140,403,89.355,99,0,1036
AT1G72180,AT1G16950,AT1G16950,AT1G72180,literature,Arabidopsis thaliana,Potri.004G061300,Potri.019G078400,TRUE,TRUE,TRUE,36.893,88,9.45e-11,54.3,60.741,96,0,1119
AT1G72180,AT1G29290,AT1G29290,AT1G72180,literature,Arabidopsis thaliana,Potri.004G061300,Potri.019G078400,TRUE,TRUE,TRUE,46.296,97,2.38e-21,82,60.741,96,0,1119
AT1G72180,AT1G31670,AT1G31670,AT1G72180,literature,Arabidopsis thaliana,Potri.010G089050,Potri.019G078400,TRUE,TRUE,TRUE,54.709,88,0,753,60.741,96,0,1119
AT1G72180,AT1G36045,AT1G36045,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT1G49800,AT1G49800,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT1G59835,AT1G59835,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT2G23445,AT2G23445,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT2G35612,AT2G35612,AT1G72180,literature,Arabidopsis thaliana,Potri.004G234800,Potri.019G078400,TRUE,TRUE,TRUE,47.312,100,1.33e-19,76.3,60.741,96,0,1119
AT1G72180,AT2G40530,AT2G40530,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT3G50610,AT3G50610,AT1G72180,literature,Arabidopsis thaliana,Potri.005G136700,Potri.019G078400,TRUE,TRUE,TRUE,33.913,87,1.31e-17,80.9,60.741,96,0,1119
AT1G72180,AT5G50260,AT5G50260,AT1G72180,literature,Arabidopsis thaliana,Potri.015G087400,Potri.019G078400,TRUE,TRUE,TRUE,73.757,100,0,566,60.741,96,0,1119
AT1G72180,AT5G66815,AT5G66815,AT1G72180,STRING,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT5G66816,AT5G66816,AT1G72180,literature,Arabidopsis thaliana,Potri.005G136700,Potri.019G078400,TRUE,TRUE,TRUE,55,69,3.61e-14,67,60.741,96,0,1119
AT1G72180,AT5G66818,AT5G66818,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72180,AT5G66819,AT5G66819,AT1G72180,literature,Arabidopsis thaliana,,Potri.019G078400,FALSE,TRUE,FALSE,,,,,60.741,96,0,1119
AT1G72300,AT5G58650,AT5G58650,AT1G72300,STRING,Arabidopsis thaliana,,Potri.003G074000,FALSE,TRUE,FALSE,,,,,60.649,95,0,1252
AT1G72520,AT1G73680,AT1G73680,AT1G72520,orthologs,Arabidopsis thaliana,Potri.012G049500,Potri.001G167700,TRUE,TRUE,TRUE,71.963,100,0,998,73.881,100,0,1441
AT1G72520,AT3G01420,AT3G01420,AT1G72520,orthologs,Arabidopsis thaliana,Potri.008G106400,Potri.001G167700,TRUE,TRUE,TRUE,74.335,99,0,996,73.881,100,0,1441
AT1G72590,AT3G02240,AT3G02240,AT1G72590,STRING,Arabidopsis thaliana,,Potri.004G163600,FALSE,TRUE,FALSE,,,,,56.433,99,1.85e-127,368
AT1G72590,AT3G02242,AT3G02242,AT1G72590,STRING,Arabidopsis thaliana,,Potri.004G163600,FALSE,TRUE,FALSE,,,,,56.433,99,1.85e-127,368
AT1G73080,AT1G21880,AT1G21880,AT1G73080,STRING,Arabidopsis thaliana,Potri.002G084800,Potri.008G009300,TRUE,TRUE,TRUE,75.616,87,0,576,56.767,97,0,1192
AT1G73080,AT5G64900,AT5G64900,AT1G73080,literature,Arabidopsis thaliana,,Potri.008G009300,FALSE,TRUE,FALSE,,,,,56.767,97,0,1192
AT1G73590,AT1G75450,AT1G75450,AT1G73590,STRING,Arabidopsis thaliana,Potri.005G232300,Potri.012G047200,TRUE,TRUE,TRUE,73.665,98,0,817,73.197,100,0,906
AT1G74190,AT3G55500,AT3G55500,AT1G74190,STRING,Arabidopsis thaliana,Potri.010G202500,Potri.003G013200,TRUE,TRUE,TRUE,81.226,100,5.15e-159,442,35.347,98,8.14e-152,475
AT1G74360,AT1G26420,AT1G26420,AT1G74360,STRING,Arabidopsis thaliana,Potri.001G459200,Potri.015G061600,TRUE,TRUE,TRUE,57.803,97,0,607,65.233,98,0,1435
AT1G74360,AT2G28470,AT2G28470,AT1G74360,STRING,Arabidopsis thaliana,Potri.009G012400,Potri.015G061600,TRUE,TRUE,TRUE,73.159,98,0,1309,65.233,98,0,1435
AT1G75820,AT1G06225,AT1G06225,AT1G75820,STRING,Arabidopsis thaliana,Potri.013G119100,Potri.005G241500,TRUE,TRUE,TRUE,42.857,100,1.27e-14,63.2,68.808,98,0,1345
AT1G75820,AT1G26600,AT1G26600,AT1G75820,STRING,Arabidopsis thaliana,Potri.008G093500,Potri.005G241500,TRUE,TRUE,TRUE,53.425,57,3.46e-12,59.3,68.808,98,0,1345
AT1G75820,AT1G68795,AT1G68795,AT1G75820,STRING,Arabidopsis thaliana,Potri.010G130400,Potri.005G241500,TRUE,TRUE,TRUE,44.248,92,1.08e-21,83.2,68.808,98,0,1345
AT1G75820,AT1G69970,AT1G69970,AT1G75820,STRING,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT1G73165,AT1G73165,AT1G75820,STRING,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT1G73965,AT1G73965,AT1G75820,STRING,Arabidopsis thaliana,Potri.010G130400,Potri.005G241500,TRUE,TRUE,TRUE,44.348,96,1.24e-19,77.8,68.808,98,0,1345
AT1G75820,AT2G27250,AT2G27250,AT1G75820,STRING,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT2G27250,AT2G27250,AT1G75820,BIOGRID,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT2G27250,AT2G27250,AT1G75820,interactome2.0,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT2G27250,AT2G27250,AT1G75820,literature,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT2G34925,AT2G34925,AT1G75820,STRING,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT3G24225,AT3G24225,AT1G75820,STRING,Arabidopsis thaliana,,Potri.005G241500,FALSE,TRUE,FALSE,,,,,68.808,98,0,1345
AT1G75820,AT3G24770,AT3G24770,AT1G75820,STRING,Arabidopsis thaliana,Potri.002G241300,Potri.005G241500,TRUE,TRUE,TRUE,56.452,51,6.51e-13,60.8,68.808,98,0,1345
